country_province,commodity,lev1,lev1_name,lev2,lev2_name,LCA
CA-QC,Facilities and other support services,5,Services,05 03,ManufacturingServices,0
CA-QC,Waste management and remediation services,5,Services,05 03,ManufacturingServices,0
CA-QC,Tuition and similar fees for elementary and secondary schools,5,Services,05 03,ManufacturingServices,0
CA-QC,Tuition and similar fees for colleges and C.E.G.E.P.s,5,Services,05 03,ManufacturingServices,0
CA-QC,Tuition and similar fees for universities,5,Services,05 03,ManufacturingServices,0
CA-QC,"Tuition and similar fees for trade, technical and professional training",5,Services,05 03,ManufacturingServices,0
CA-QC,Other educational training and services,5,Services,05 03,ManufacturingServices,0
CA-QC,Physician services,5,Services,05 03,ManufacturingServices,0
CA-QC,Dental services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other health practitioner services,5,Services,05 03,ManufacturingServices,0
CA-QC,Medical laboratory diagnostic and testing services,5,Services,05 03,ManufacturingServices,0
CA-QC,Ambulance services,5,Services,05 03,ManufacturingServices,0
CA-QC,Hospital services,5,Services,05 03,ManufacturingServices,0
CA-QC,Nursing and residential care services,5,Services,05 03,ManufacturingServices,0
CA-QC,Child day-care services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other ambulatory health care services and social assistance services,5,Services,05 03,ManufacturingServices,0
CA-QC,Admissions to live sporting events,5,Services,05 03,ManufacturingServices,0
CA-QC,Admissions to live performing arts performances,5,Services,05 03,ManufacturingServices,0
CA-QC,Sport and performing arts event organization services,5,Services,05 03,ManufacturingServices,0
CA-QC,Career management and representation services of public figures,5,Services,05 03,ManufacturingServices,0
CA-QC,"Contract production of live performing arts performances, live sporting events and copyrighted works",5,Services,05 03,ManufacturingServices,0
CA-QC,Sporting event media rights,5,Services,05 03,ManufacturingServices,0
CA-QC,Heritage institution services,5,Services,05 03,ManufacturingServices,0
CA-QC,Amusement and recreational services,5,Services,05 03,ManufacturingServices,0
CA-QC,Gambling (net wagers),5,Services,05 03,ManufacturingServices,0
CA-QC,Room or unit accommodation services for travellers,5,Services,05 03,ManufacturingServices,0
CA-QC,Recreational vehicle park and recreational camp services,5,Services,05 03,ManufacturingServices,0
CA-QC,Rooming and boarding services,5,Services,05 03,ManufacturingServices,0
CA-QC,Prepared meals,5,Services,05 03,ManufacturingServices,0
CA-QC,Alcoholic beverages for immediate consumption,5,Services,05 03,ManufacturingServices,0
CA-QC,Motor vehicle repair and maintenance services,5,Services,05 03,ManufacturingServices,0
CA-QC,Repair and maintenance services (except for buildings and transportation equipment),5,Services,05 03,ManufacturingServices,0
CA-QC,Funeral services,5,Services,05 03,ManufacturingServices,0
CA-QC,"Laundry, dry-cleaning and related services",5,Services,05 03,ManufacturingServices,0
CA-QC,Hair care and aesthetic services,5,Services,05 03,ManufacturingServices,0
CA-QC,Parking services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other personal and personal care services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other membership services,5,Services,05 03,ManufacturingServices,0
CA-QC,Babysitting services,5,Services,05 03,ManufacturingServices,0
CA-QC,Private household services (except babysitting),5,Services,05 03,ManufacturingServices,0
CA-QC,Sales of other services by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-QC,Sales of other government services,5,Services,05 03,ManufacturingServices,0
CA-QC,Repair and maintenance,5,Services,05 03,ManufacturingServices,0
CA-QC,Operating supplies,5,Services,05 03,ManufacturingServices,0
CA-QC,Office supplies,5,Services,05 03,ManufacturingServices,0
CA-QC,"Advertising, promotion, meals and entertainment",5,Services,05 03,ManufacturingServices,0
CA-QC,"Travel, meetings and conventions",5,Services,05 03,ManufacturingServices,0
CA-QC,Transportation margins,5,Services,05 03,ManufacturingServices,0
CA-QC,Educational services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-QC,Ambulatory health care services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-QC,Social assistance services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-QC,"Arts, entertainment and recreation services provided by Non-Profit Institutions Serving Households",5,Services,05 03,ManufacturingServices,0
CA-QC,Religious services,5,Services,05 03,ManufacturingServices,0
CA-QC,"Grant-making, civic, and professional and similar organization services",5,Services,05 03,ManufacturingServices,0
CA-QC,Labour organization membership services,5,Services,05 03,ManufacturingServices,0
CA-QC,Political organization services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-QC,Elementary and secondary school services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,Community college and C.E.G.E.P services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,University services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,Other educational services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,Hospital services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,Residential care facility services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-QC,Defence services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other federal government services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other provincial and territorial government services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other municipal government services,5,Services,05 03,ManufacturingServices,0
CA-QC,Other aboriginal government services,5,Services,05 03,ManufacturingServices,0
CA-SK,Canola (including rapeseed),6,Other,06 01,Other,A1-A3
CA-SK,Oilseeds (except canola),6,Other,06 01,Other,A1-A3
CA-SK,Wheat,6,Other,06 01,Other,A1-A3
CA-SK,Grains (except wheat),6,Other,06 01,Other,A1-A3
CA-SK,Fresh potatoes,6,Other,06 01,Other,A1-A3
CA-SK,Fresh fruit and nuts,6,Other,06 01,Other,A1-A3
CA-SK,Other miscellaneous crop products,6,Other,06 01,Other,A1-A3
CA-SK,Fresh vegetables (except potatoes),6,Other,06 01,Other,A1-A3
CA-SK,Imputed feed (animal feed produced for own consumption),6,Other,06 01,Other,A1-A3
CA-SK,"Floriculture and nursery products (except cannabis), and sod",6,Materials,06 01,EarthworkAndLandscaping_Materials,A1-A3
CA-SK,"Cannabis plants, seeds and flowering tops",6,Other,06 01,Other,A1-A3
CA-SK,Cattle and calves,6,Other,06 01,Other,A1-A3
CA-SK,Unprocessed milk,6,Other,06 01,Other,A1-A3
CA-SK,Hogs,6,Other,06 01,Other,A1-A3
CA-SK,Eggs in shell,6,Other,06 01,Other,A1-A3
CA-SK,Poultry,6,Other,06 01,Other,A1-A3
CA-SK,Other live animals,6,Other,06 01,Other,A1-A3
CA-SK,"Raw furskins, and animal products n.e.c.",6,Other,06 01,Other,A1-A3
CA-SK,Imputed fertilizer (fertilizer produced for own consumption),6,Other,06 01,Other,A1-A3
CA-SK,Logs and bolts,4,Materials,04  013,MEP,A1-A3
CA-SK,Pulpwood,4,Materials,04 04,Wood,A1-A3
CA-SK,Fuel wood,4,Materials,04 04,Wood,A1-A3
CA-SK,"Rough untreated poles, posts and piling",4,Materials,04  013,MEP,A1-A3
CA-SK,"Fish, crustaceans, shellfish and other fishery products",6,Other,04  013,Other,A1-A3
CA-SK,Custom work services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-SK,Support services for crop production,5,Services,05 03,ManufacturingServices,A1-A3
CA-SK,"Support services for animal production, hunting and fishing",5,Services,05 03,ManufacturingServices,A1-A3
CA-SK,Support services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-SK,Conventional crude oil,3,Energy,04 11,Energy,A1-A3
CA-SK,Synthetic crude oil,3,Energy,04 11,Energy,A1-A3
CA-SK,Natural gas,1,Energy,01 01,Energy,A1-A3
CA-SK,Natural gas liquids and related products,3,Energy,04 11,Energy,A1-A3
CA-SK,Crude and diluted bitumen,3,Materials,04 11,Asphalt,A1-A3
CA-SK,Coal,3,Energy,04 11,Energy,A1-A3
CA-SK,Iron ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Gold and silver ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Copper ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Nickel ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Lead and zinc ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Radioactive ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Other metal ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-SK,Stone,3,Materials,04 02,Masonry,A1-A3
CA-SK,"Sand, gravel, clay, and refractory minerals",3,Materials,04 02,Masonry,A1-A3
CA-SK,Uncut and industrial diamonds,3,Other,04 11,Other,A1-A3
CA-SK,Potash,3,Materials,04 11,EarthworkAndLandscaping_Materials,A1-A3
CA-SK,Non-metallic minerals (except diamonds),3,Other,04 11,Other,A1-A3
CA-SK,Support services for oil and gas extraction (except exploration),5,Energy,05 03,Energy,A1-A3
CA-SK,Support services for mining and quarrying (except exploration),5,Services,05 03,ManufacturingServices,A1-A3
CA-SK,Oil and gas and mineral exploration,5,Energy,05 03,Energy,A1-A3
CA-SK,Electricity,1,Energy,01 01,Energy,A1-A3
CA-SK,Natural gas distribution,5,Energy,05 03,Energy,A4
CA-SK,Water delivered by water works and irrigation systems,2,Services,02 01,ManufacturingServices,A1-A3
CA-SK,Sewage and dirty water disposal and cleaning services,5,Services,05 03,ManufacturingServices,0
CA-SK,Steam and heated or cooled air or water,2,Services,02 01,ManufacturingServices,A1-A3
CA-SK,Residential buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Industrial buildings (except mine buildings),5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Office buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,"Shopping centres, plazas, malls and stores",5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Other commercial buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,"Schools, colleges, universities and other educational buildings",5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,"Health care buildings, nursing homes and senior citizen homes",5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Other institutional buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,"Highways, roads, streets, bridges and tunnels",5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Other land transportation civil engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Oil and gas extraction sites and structures,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Other oil and gas engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Electric power engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Communications networks,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Marine engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Waterworks engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Sewage engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Mining engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Other civil engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-SK,Repair construction services,5,Other,05 02,Other,A5
CA-SK,Dog and cat food,6,Other,06 01,Other,A1-A3
CA-SK,Other animal feed,6,Other,06 01,Other,A1-A3
CA-SK,Flour and other grain mill products,6,Other,06 01,Other,A1-A3
CA-SK,Margarine and cooking oils,6,Other,06 01,Other,A1-A3
CA-SK,Breakfast cereal and other cereal products,6,Other,06 01,Other,A1-A3
CA-SK,"Grain and oilseed products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-SK,Sugar and sugar mill by-products,6,Other,06 01,Other,A1-A3
CA-SK,Chocolate (except confectionery),6,Other,06 01,Other,A1-A3
CA-SK,Confectionery products,6,Other,06 01,Other,A1-A3
CA-SK,"Fresh, frozen and canned fruit and vegetable juices",6,Other,06 01,Other,A1-A3
CA-SK,Preserved fruit and vegetables and frozen foods,6,Other,06 01,Other,A1-A3
CA-SK,Processed fluid milk and milk products,6,Other,06 01,Other,A1-A3
CA-SK,Cheese and cheese products,6,Other,06 01,Other,A1-A3
CA-SK,Butter and dry and canned dairy products,6,Other,06 01,Other,A1-A3
CA-SK,"Ice cream, sherbet and similar frozen desserts",6,Other,06 01,Other,A1-A3
CA-SK,Fresh and frozen beef and veal,6,Other,06 01,Other,A1-A3
CA-SK,Fresh and frozen pork,6,Other,06 01,Other,A1-A3
CA-SK,Fresh and frozen poultry of all types,6,Other,06 01,Other,A1-A3
CA-SK,"Processed meat products, other miscellaneous meats and animal by-products",6,Other,06 01,Other,A1-A3
CA-SK,Prepared and packaged seafood products,6,Other,06 01,Other,A1-A3
CA-SK,"Bread, rolls and flatbreads",6,Other,06 01,Other,A1-A3
CA-SK,"Cookies, crackers and baked sweet goods",6,Other,06 01,Other,A1-A3
CA-SK,"Flour mixes, dough and dry pasta",6,Other,06 01,Other,A1-A3
CA-SK,Snack food products,6,Other,06 01,Other,A1-A3
CA-SK,Coffee and tea,6,Other,06 01,Other,A1-A3
CA-SK,"Flavouring syrups, seasonings and dressings",6,Other,06 01,Other,A1-A3
CA-SK,"Other food products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-SK,"Carbonated and non-carbonated drinks, bottled water and ice",6,Other,06 01,Other,A1-A3
CA-SK,Beer,6,Other,06 01,Other,A1-A3
CA-SK,Wine and brandy,6,Other,06 01,Other,A1-A3
CA-SK,Distilled liquor,6,Other,06 01,Other,A1-A3
CA-SK,"Stemmed, redried or reconstituted tobacco",6,Other,06 01,Other,A1-A3
CA-SK,"Cigarettes, cigars, chewing and smoking tobacco",6,Other,06 01,Other,A1-A3
CA-SK,"Cannabis products (except seeds, plants, and plant parts)",6,Other,06 01,Other,A1-A3
CA-SK,"Fibre, yarn and thread",6,Other,06 01,Other,A1-A3
CA-SK,Fabrics,6,Materials,06 01,Finishes,A1-A3
CA-SK,"Carpets, rugs and mats",6,Materials,06 01,Finishes,A1-A3
CA-SK,Other textile furnishings,6,Materials,06 01,Finishes,A1-A3
CA-SK,"Textile products, n.e.c.",6,Materials,06 01,Finishes,A1-A3
CA-SK,Fabric weaving and finishing services,5,Services,05 03,ManufacturingServices,0
CA-SK,"Men's, women's, boys' and girls' clothing",6,Other,06 01,Other,A1-A3
CA-SK,Infant clothing,6,Other,06 01,Other,A1-A3
CA-SK,Clothing accessories,6,Other,06 01,Other,A1-A3
CA-SK,Leather and dressed furs,6,Other,06 01,Other,A1-A3
CA-SK,Footwear,6,Other,06 01,Other,A1-A3
CA-SK,"Suitcases, handbags and other leather and allied products",6,Other,06 01,Other,A1-A3
CA-SK,Hardwood lumber,3,Materials,04 04,Wood,A1-A3
CA-SK,Softwood lumber,3,Materials,04 04,Wood,A1-A3
CA-SK,Wood chips,3,Materials,04 04,Wood,A1-A3
CA-SK,Other sawmill products and treated wood products,3,Materials,04 04,Wood,A1-A3
CA-SK,Veneer and plywood,3,Materials,04 04,Wood,A1-A3
CA-SK,Wood trusses and engineered wood members,3,Materials,04 04,Wood,A1-A3
CA-SK,Reconstituted wood products,3,Materials,04 04,Wood,A1-A3
CA-SK,Wood windows and doors,3,Materials,04 07,Openings,A1-A3
CA-SK,Wood containers and pallets,3,Materials,04 04,Wood,A1-A3
CA-SK,Prefabricated wood and manufactured (mobile) buildings and components,3,Materials,04 04,Wood,A1-A3
CA-SK,"Wood products, n.e.c.",3,Materials,04 04,Wood,A1-A3
CA-SK,Waste and scrap of wood and wood by-products,3,Materials,04 04,Wood,A1-A3
CA-SK,Wood pulp,3,Materials,04 04,Wood,A1-A3
CA-SK,Paper (except newsprint),3,Other,04 12,Other,A1-A3
CA-SK,Newsprint,6,Other,06 01,Other,A1-A3
CA-SK,Paperboard,6,Materials,06 01,Finishes,A1-A3
CA-SK,Paperboard containers,6,Other,06 01,Other,A1-A3
CA-SK,Paper office supplies,6,Other,06 01,Other,A1-A3
CA-SK,Disposable diapers and feminine hygiene products,6,Other,06 01,Other,A1-A3
CA-SK,Sanitary paper products,6,Other,06 01,Other,A1-A3
CA-SK,Other converted paper products,6,Other,06 01,Other,A1-A3
CA-SK,Waste and scrap of paper and paperboard,6,Other,06 01,Other,A1-A3
CA-SK,Printed products,6,Other,06 01,Other,A1-A3
CA-SK,Printing support services,5,Services,05 03,ManufacturingServices,0
CA-SK,Contract printing services for publishers,5,Services,05 03,ManufacturingServices,0
CA-SK,Motor gasoline,1,Energy,01 01,Energy,A1-A3
CA-SK,Diesel and biodiesel fuels,1,Energy,01 01,Energy,A1-A3
CA-SK,Light fuel oils,1,Energy,01 01,Energy,A1-A3
CA-SK,Aviation fuel,1,Energy,01 01,Energy,A1-A3
CA-SK,Heavy fuel oils,1,Energy,01 01,Energy,A1-A3
CA-SK,Lubricants and other petroleum refinery products,3,Other,04 11,Other,A1-A3
CA-SK,Asphalt (except natural) and asphalt products,3,Materials,04 09,Asphalt,A1-A3
CA-SK,Coke and other coke oven products,6,Energy,06 01,Energy,A1-A3
CA-SK,"Solid fuel products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-SK,Petrochemicals,6,Energy,06 01,Energy,A1-A3
CA-SK,Industrial gases,6,Other,06 01,Other,A1-A3
CA-SK,Dyes and pigments,6,Other,06 01,Other,A1-A3
CA-SK,Other basic inorganic chemicals and nuclear fuel,6,Energy,06 01,Energy,A1-A3
CA-SK,"Basic organic chemicals, n.e.c.",6,Other,06 01,Other,A1-A3
CA-SK,Plastic resins,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Rubber and rubber compounds and mixtures,3,Other,04 12,Other,A1-A3
CA-SK,Artificial and synthetic fibres and filaments,3,Other,04 05,Other,A1-A3
CA-SK,Ammonia and chemical fertilizers,3,Materials,04 09,EarthworkAndLandscaping_Materials,A1-A3
CA-SK,Pesticides and other agricultural chemicals,3,Materials,04 09,EarthworkAndLandscaping_Materials,A1-A3
CA-SK,Pharmaceutical and medicinal products,3,Other,04 12,Other,A1-A3
CA-SK,"Paints, coatings and adhesive products",3,Materials,04 09,Finishes,A1-A3
CA-SK,Soaps and cleaning compounds,3,Other,04 12,Other,A1-A3
CA-SK,Perfumes and toiletries,3,Other,04 12,Other,A1-A3
CA-SK,"Chemical products, n.e.c.",3,Other,04 12,Other,A1-A3
CA-SK,Plastic bags,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Plastic films and non-rigid sheets,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Plastic and foam building and construction materials,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Plastic profile shapes,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Foam products (except for construction),3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Plastic bottles,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Motor vehicle plastic parts,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,"Plastic products, n.e.c.",3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Tires,3,Other,04 12,Other,A1-A3
CA-SK,Rubber and plastic hoses and belts,3,Materials,04 12,PlasticsAndComposites,A1-A3
CA-SK,"Rubber products, n.e.c.",3,Materials,04 12,PlasticsAndComposites,A1-A3
CA-SK,Waste and scrap of plastic and rubber,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Cement,3,Materials,04 01,Concrete,A1-A3
CA-SK,Ready-mixed concrete,3,Materials,04 01,Concrete,A1-A3
CA-SK,Concrete products,3,Materials,04 01,Concrete,A1-A3
CA-SK,Clay and ceramic products and refractories,3,Materials,04 06,Finishes,A1-A3
CA-SK,"Glass (including automotive), glass products and glass containers",3,Materials,04 07,Openings,A1-A3
CA-SK,Waste and scrap of glass,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-SK,Lime and gypsum products,3,Materials,04 05,ThermalAndMoistureProtection,A1-A3
CA-SK,"Non-metallic mineral products, n.e.c.",3,Materials,04 05,ThermalAndMoistureProtection,A1-A3
CA-SK,Iron and steel basic shapes and ferro-alloy products,3,Materials,04 03,Metals,A1-A3
CA-SK,Iron and steel pipes and tubes (except castings),3,Materials,04 03,Metals,A1-A3
CA-SK,Cold-rolled iron or steel products,3,Materials,04 03,Metals,A1-A3
CA-SK,Bauxite and aluminum oxide,3,Materials,04 03,Metals,A1-A3
CA-SK,Unwrought aluminum including alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,Basic and semi-finished products of aluminum and alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,Unwrought copper including alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,Unwrought nickel including alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,Unwrought precious metals including alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,Other unwrought non-ferrous metals including alloys,3,Materials,04 03,Metals,A1-A3
CA-SK,"Gold, store of value",3,Materials,04 03,Metals,A1-A3
CA-SK,Basic and semi-finished products of non-ferrous metals and alloys (except aluminum),3,Materials,04 03,Metals,A1-A3
CA-SK,Ferrous metal castings,3,Materials,04 03,Metals,A1-A3
CA-SK,Non-ferrous metal castings,3,Materials,04 03,Metals,A1-A3
CA-SK,Waste and scrap of iron and steel,3,Materials,04 03,Metals,A1-A3
CA-SK,Waste and scrap of non-ferrous metals,3,Materials,04 03,Metals,A1-A3
CA-SK,Forged and stamped metal products,3,Materials,04 03,Metals,A1-A3
CA-SK,"Prefabricated metal buildings and other non-wood buildings, and components",3,Materials,04 03,Metals,A1-A3
CA-SK,Fabricated steel plate and other fabricated structural metal,3,Materials,04 03,Metals,A1-A3
CA-SK,Metal windows and doors,3,Materials,04 07,Openings,A1-A3
CA-SK,Other architectural metal products,3,Materials,04 03,Metals,A1-A3
CA-SK,"Light gauge metal containers, crowns and closures",3,Materials,04 03,Metals,A1-A3
CA-SK,"Boilers, tanks and heavy gauge metal containers",3,Materials,04 03,Metals,A1-A3
CA-SK,"Builders, motor vehicle and other hardware",3,Materials,04 03,Metals,A1-A3
CA-SK,Springs and wire products,3,Materials,04 03,Metals,A1-A3
CA-SK,Threaded metal fasteners and other turned metal products including automotive,3,Materials,04 03,Metals,A1-A3
CA-SK,"Coating, engraving, heat treating and similar metal processing services",5,Services,05 03,ManufacturingServices,0
CA-SK,"Hand tools, kitchen utensils and cutlery (except precious metal)",3,Other,04 10,Other,A1-A3
CA-SK,Metal valves and pipe fittings,3,Materials,04 03,Metals,A1-A3
CA-SK,Ball and roller bearings,3,Materials,04 03,Metals,A1-A3
CA-SK,"Guns, ammunition and other munitions",3,Other,04 12,Other,A1-A3
CA-SK,"Fabricated metal products, n.e.c.",3,Materials,04 03,Metals,A1-A3
CA-SK,"Agricultural, lawn and garden machinery and equipment",4,Materials,04  013,EarthworkAndLandscaping_Materials,A1-A3
CA-SK,"Logging, mining and construction machinery and equipment",4,Other,04  013,Other,A1-A3
CA-SK,Other industry-specific machinery,4,Other,04  013,Other,A1-A3
CA-SK,Commercial and service industry machinery,4,Other,04  013,Other,A1-A3
CA-SK,"Industrial and commercial fans, blowers and air purification equipment",4,Materials,04  013,MEP,A1-A3
CA-SK,Heating and cooling equipment (except household refrigerators and freezers),4,Materials,04  013,MEP,A1-A3
CA-SK,Metalworking machinery and industrial moulds,4,Other,04  013,Other,A1-A3
CA-SK,"Turbines, turbine generators, and turbine generator sets (except aircraft turbines)",4,Materials,04  013,MEP,A1-A3
CA-SK,Other engine and power transmission equipment,4,Materials,04  013,MEP,A1-A3
CA-SK,Pumps and compressors (except fluid power),4,Materials,04  013,MEP,A1-A3
CA-SK,Material handling equipment,4,Materials,04  013,MEP,A1-A3
CA-SK,Other miscellaneous general-purpose machinery,4,Materials,04  013,MEP,A1-A3
CA-SK,"Computers, computer peripherals and parts",4,Materials,04  013,MEP,A1-A3
CA-SK,Telephone apparatus,4,Materials,04  013,MEP,A1-A3
CA-SK,Other communications equipment,4,Materials,04  013,MEP,A1-A3
CA-SK,Audio and video equipment and unrecorded media,4,Materials,04  013,MEP,A1-A3
CA-SK,Navigational and guidance instruments,4,Materials,04  013,MEP,A1-A3
CA-SK,Medical devices,4,Other,04  013,Other,A1-A3
CA-SK,"Measuring, control and scientific instruments",4,Materials,04  013,MEP,A1-A3
CA-SK,"Printed and integrated circuits, semiconductors and printed circuit assemblies",4,Materials,04  013,MEP,A1-A3
CA-SK,Other electronic components,4,Materials,04  013,MEP,A1-A3
CA-SK,Electric light bulbs and tubes,4,Materials,04  013,MEP,A1-A3
CA-SK,Lighting fixtures,4,Materials,04  013,MEP,A1-A3
CA-SK,Small electric appliances,4,Materials,04  013,MEP,A1-A3
CA-SK,Major appliances,4,Materials,04  013,MEP,A1-A3
CA-SK,"Power, distribution and other transformers",4,Materials,04  013,MEP,A1-A3
CA-SK,Electric motors and generators,4,Materials,04  013,MEP,A1-A3
CA-SK,"Switchgear, switchboards, relays and industrial control apparatus",4,Materials,04  013,MEP,A1-A3
CA-SK,Batteries and battery chargers,4,Materials,04  013,MEP,A1-A3
CA-SK,Communication and electric wire and cable,4,Materials,04  013,MEP,A1-A3
CA-SK,Wiring devices,4,Materials,04  013,MEP,A1-A3
CA-SK,Other electrical equipment and components,4,Materials,04  013,MEP,A1-A3
CA-SK,Passenger cars,2,Transport,03 02,Transport,A4
CA-SK,"Light-duty trucks, vans and sport utility vehicles (SUVs)",2,Transport,03 02,Transport,A4
CA-SK,Medium and heavy-duty trucks,2,Transport,03 02,Transport,A4
CA-SK,Buses,2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle bodies and special purpose motor vehicles,2,Transport,03 02,Transport,A4
CA-SK,Freight and utility trailers,2,Transport,03 02,Transport,A4
CA-SK,"Motor homes, travel trailers and camping trailers",2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle gasoline engines and engine parts,2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle electrical and electronic equipment,2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle steering and suspension components,2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle brakes and brake systems,2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle transmission and drive train components,2,Transport,03 02,Transport,A4
CA-SK,"Motor vehicle interior trim, seats and seat parts",2,Transport,03 02,Transport,A4
CA-SK,Motor vehicle metal stampings,2,Transport,03 02,Transport,A4
CA-SK,Other miscellaneous motor vehicle parts,2,Transport,03 02,Transport,A4
CA-SK,Aircraft,2,Transport,03 02,Transport,A4
CA-SK,Aircraft engines,2,Transport,03 02,Transport,A4
CA-SK,Aircraft parts and other aerospace equipment,2,Transport,03 02,Transport,A4
CA-SK,"Locomotives, railway rolling stock, and rapid transit equipment",2,Transport,03 02,Transport,A4
CA-SK,Parts of railway rolling stock,2,Transport,03 02,Transport,A4
CA-SK,Ships,2,Transport,03 02,Transport,A4
CA-SK,Boats and personal watercraft,2,Transport,03 02,Transport,A4
CA-SK,Other transportation equipment and related parts,2,Transport,03 02,Transport,A4
CA-SK,Wood cabinets and counter tops,3,Materials,04 06,Finishes,A1-A3
CA-SK,Household furniture,3,Materials,04 06,Finishes,A1-A3
CA-SK,"Institutional and other furniture, n.e.c.",3,Materials,04 06,Finishes,A1-A3
CA-SK,Office furniture,3,Materials,04 06,Finishes,A1-A3
CA-SK,Office and store fixtures,3,Materials,04 06,Finishes,A1-A3
CA-SK,Mattresses and foundations,3,Materials,04 06,Finishes,A1-A3
CA-SK,"Blinds, shades, and curtain fixtures",3,Materials,04 06,Finishes,A1-A3
CA-SK,"Medical, dental and personal safety supplies, instruments and equipment",6,Other,06 01,Other,A1-A3
CA-SK,Jewellery and silverware,6,Other,06 01,Other,A1-A3
CA-SK,Sporting and athletic goods,6,Other,06 01,Other,A1-A3
CA-SK,Toys and games,6,Other,06 01,Other,A1-A3
CA-SK,Office supplies (except paper),3,Materials,04 06,Finishes,A1-A3
CA-SK,Signs,3,Materials,04 06,Finishes,A1-A3
