,,"('CA-NL', 'kg CO2 eq (short)')","('CA-PE', 'kg CO2 eq (short)')","('CA-NS', 'kg CO2 eq (short)')","('CA-NB', 'kg CO2 eq (short)')","('CA-QC', 'kg CO2 eq (short)')","('CA-ON', 'kg CO2 eq (short)')","('CA-MB', 'kg CO2 eq (short)')","('CA-SK', 'kg CO2 eq (short)')","('CA-AB', 'kg CO2 eq (short)')","('CA-BC', 'kg CO2 eq (short)')","('CA-YT', 'kg CO2 eq (short)')","('CA-NT', 'kg CO2 eq (short)')","('CA-NU', 'kg CO2 eq (short)')"
PL,Food waste for treatment: composting and land application,1392.4924410247297,173.86172662449593,1060.541817263398,770.6892214474465,8521.295601731377,20703.389389632885,2521.8801376335464,3114.5611957761203,13146.57927310565,9727.307414967157,209.99723829840198,218.51233647700613,424.1432407564387
PL,Paper and wood waste for treatment: composting and land application,22.465043187985707,2.8349022813018023,17.165181780840232,12.315493977913295,136.0480097797413,335.6470924404781,40.81202214101576,50.40694696146639,212.70113982830733,154.77822890224664,3.425231623051471,3.5536431864771645,6.978183522045136
PL,Food waste for treatment: waste water treatment,15364.502721941137,1869.7276451551609,11660.23831070651,8413.961562987795,91420.18491303538,226819.04990261648,27567.493910516267,34961.90964752049,148565.27283543904,106646.90772910352,2266.8477861105703,2459.0462055641606,4780.915116636428
PL,Other waste for treatment: waste water treatment,23815.08582990503,2927.5654225929147,18055.446715202495,13169.25235562153,141915.7458359131,358716.46996808454,43428.06925841792,54312.6752691953,228076.9265618811,166946.21084479016,3514.2806243943105,3710.136019722913,7285.414877423062
PL,Food waste for treatment: landfill,43071.3660040873,5351.949018209623,33773.5546695968,23699.68163318894,257987.60954205663,651175.2690468339,78544.65970354874,98117.34708041376,411405.97770916304,298554.6180829468,6416.563025425866,6910.518019142511,13563.944379158938
PL,Paper for treatment: landfill,8059.574978906588,949.5726930825975,6079.33297144621,4454.61832339741,47533.701768202394,118493.29002475581,14139.983600809432,18468.770126195,78258.65874041257,56520.61354470989,1125.7258155923207,1273.1181021296802,2469.434683552574
PL,Plastic waste for treatment: landfill,459.0050396676234,55.00431489769057,339.21724324018834,248.5840214712733,2696.561136962953,6609.3475138813,813.8293163892406,1015.9012614204847,4241.489702298086,3119.6495871495376,66.24792738886303,69.46486109474806,139.51093603457505
PL,Inert/metal/hazardous waste for treatment: landfill,844.1326386511709,96.97958066657004,626.2920578125179,462.10615282466244,4930.574440965353,12151.885311989943,1478.2293801206915,1919.4729232771492,8299.062411226523,5857.619009354126,116.29940971237497,130.74700247453126,256.2009217084781
PL,Textiles waste for treatment: landfill,1014.9068145470477,132.94090145836373,755.4428311780521,557.0516561963501,6291.8225464451225,15114.143476125913,1894.4246696805444,2233.9621813046515,9455.939963570785,6952.218070672464,162.31558778590593,153.69971539520816,314.63981775134573
PL,Wood waste for treatment: landfill,896.025898207253,108.08422280080148,671.0169512529122,490.01382411559433,5314.8630471920005,13145.047482619813,1608.7901006169031,2004.076332052935,8463.211113483036,6169.227398198425,130.21199280049154,137.3480251912308,275.08764984114214
PL,Membership organisation services n.e.c. (91),39.28572481106228,4.018463029470581,33.460523063650726,23.757640199846627,217.76494464250618,546.5227486171532,63.198586962496144,83.234517936994,353.2786284712588,278.39914719749356,4.338139204749767,6.228998812535395,10.19057132392083
PL,"Recreational, cultural and sporting services (92)",935.5926858889469,176.10515526354993,975.5566950702062,771.2012089939855,9104.716178812458,24570.212947436983,1864.8779262368957,2131.1186704711818,11458.89989476689,10492.78454250028,103.48853089460049,142.76926008579446,242.59541567330393
PL,Other services (93),438.12425298939695,50.60020454713515,396.2571885832388,273.93175286415186,3099.9945977184098,8296.165062816313,765.4101630357197,1013.6068098039616,4390.67153217371,3496.667997302213,50.29971320831992,67.27737480612838,122.34043607475652
PL,Private households with employed persons (95),38.5826022064554,3.960625186376164,28.321249288460393,22.07329643253067,254.9291039079597,538.8890602817404,63.897587518674854,87.94912309962768,347.6238444157695,276.53448412782757,4.261591034762925,5.52611530097487,11.315241347851213
PL,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Paddy rice,33.172846579341716,5.7849874231740674,30.960922069582395,25.903573574901827,393.5745500248958,829.3778530033451,78.54498066319636,80.38738003726755,371.44993069498423,311.67904484718053,4.34632419162583,5.487607909822947,8.041168078469063
PT,Wheat,64.29304572293,10.91610901431268,58.18468045101952,48.160382711259096,683.6785979678515,1385.354339245626,142.43229961128273,146.32874697700245,669.3779934139817,551.5139580318244,8.181866217493427,10.40165509187968,15.658993371921555
PT,Cereal grains nec,437.6888247752169,67.53335536522101,403.9495486746551,332.43581910908375,4569.221574522924,9993.042306042793,964.2172360642605,1071.3558379104038,4777.576908989728,3956.3623499143428,55.93598346009606,76.34632156487442,115.69491808792228
PT,"Vegetables, fruit, nuts",1107.8311358524668,188.02437784086982,1127.3580385499633,925.9114015924471,12075.992142932806,31586.2732136835,4965.007140733215,3013.385980047931,14922.25416067065,13216.471598672606,196.71050339489784,210.0279809292075,297.1040792711401
PT,Oil seeds,32.47339885135173,4.690953596037922,30.56859013245966,25.248473681855373,311.0317416195231,673.1088146120477,66.91460202673343,79.15021501170071,334.9042140221062,302.2736826962744,4.2359520361645115,5.589888532860529,9.10216252554255
PT,"Sugar cane, sugar beet",16.621477331229876,2.3232721424883196,15.219359451840745,12.820813003969944,177.93050029624058,403.81753491169405,37.14255991788799,42.84647330083184,191.96640895723428,163.61901790674315,2.1767010981355437,2.978621680510037,4.678768362569443
PT,Plant-based fibers,0.24617417201619105,0.020335034412414497,0.1773696134244238,0.12161987286896178,1.175371393253407,2.992695189452191,0.40361356530338593,0.4982670062342207,1.989065664892778,1.6796236355034122,0.02352767180475786,0.030818859072916285,0.05825374974800125
PT,Crops nec,1861.9899651341009,273.648561737779,2059.7667495861397,1354.9528171563072,17099.839870329677,42316.13833229479,5005.228158343019,6141.657195437746,21477.114045112856,16255.920210067874,334.5421063465272,396.8881414164591,662.8517357109074
PT,Cattle,6283.804776017605,811.3987452457922,5725.274154538736,4571.643557622463,56087.32808557318,129294.25875070006,12857.320031764264,15453.605879621497,66592.31516030723,56041.819143420355,812.908988150452,1147.6796636919448,1835.9324594307343
PT,Pigs,441.27408989529204,58.768487925670804,410.26642488746916,339.1670619117629,4561.169181724998,10881.718898848232,993.5151811460064,1226.6406184823186,5278.540179211813,4388.891866591115,59.03002611338186,86.61518896365837,132.55626344439315
PT,Poultry,381.91851139111634,55.77420823349574,349.5141175553162,283.85229706168974,3679.1582393051826,8233.163694853925,833.6733679401374,974.8447388629106,4190.000446266246,3374.101362621773,50.57407420154899,73.79089891479599,108.57701601253385
PT,Meat animals nec,905.1571311145076,115.23402419472231,810.5300654339983,625.5505579007028,7140.542451777767,17094.34733436858,1800.7371507232547,2243.3572198550874,9484.629411898888,7779.8511771962685,118.07326791080686,178.70303501195693,276.301124012768
PT,Animal products nec,94.99736580301568,12.235821909916337,86.21915798275653,68.53484277612053,830.1716513514333,1935.1173069763117,192.43647489002578,234.4397893024687,999.315568616036,831.794282639498,12.193533288376052,17.205319383854984,27.45172760792561
PT,Raw milk,2302.2596666589006,339.25129802709716,2224.633576278642,1899.4912011195931,28413.029810433993,65128.489378801954,5694.511841015546,6369.343364752786,28972.66919413278,24775.749606243717,318.84922248910146,418.47188510414793,638.4065734985955
PT,"Wool, silk-worm cocoons",13.59546261248567,2.1717803810456693,12.945937103354396,8.433137263642836,97.68702664624021,247.06323577450306,29.519331431427965,31.692049496387295,110.9734997821929,90.72571098074062,1.8353360187730716,2.126437563416122,3.844993762710722
PT,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,"Products of forestry, logging and related services (02)",12061.648739365579,2285.471790828775,27085.912364395816,9354.661779267324,102489.25642730812,385162.22251483693,67630.17167449613,87119.84470167372,181518.52142081806,107018.97773676313,5292.168926076967,3897.323896680451,7801.572255398662
PT,Fish and other fishing products; services incidental of fishing (05),56.80159180739034,8.09910055806159,54.76098980687672,53.44746863795514,692.5152971808787,1601.327622317067,138.41518132804381,151.61700206343556,704.475257965502,648.890953782131,7.122678393202784,9.620898738809217,15.180019892102754
PT,Anthracite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Coking Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Other Bituminous Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Sub-Bituminous Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Patent Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Lignite/Brown Coal,10298.892837618341,1344.9347847957742,10558.860602812414,7671.061565632948,87836.22374899332,202331.54448256156,21486.709002095846,26247.19835453416,93487.69674975054,89091.29251276716,1477.937942747889,1957.2222362047091,3072.96185906948
PT,BKB/Peat Briquettes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Peat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Natural Gas Liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Other Hydrocarbons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Uranium and thorium ores (12),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Iron ores,0.28133819959817186,0.03722997528580876,0.28121450723272423,0.2028335541920242,1.8598130360641976,4.47435267129427,0.5582292399443165,0.7444580833626749,2.8212047965581126,2.3153087003039245,0.04039225127564588,0.056633014975161794,0.08759275052048456
PT,Copper ores and concentrates,535.4392446381008,52.751539302278545,408.54345734810664,302.18562751289136,3219.25573101022,6493.066557292444,838.5922356733665,1063.8548166940498,4416.667973468102,3516.1774296048598,56.75255488477,67.61655187123569,145.83652419378421
PT,Nickel ores and concentrates,0.0554530461642245,0.005744741333235061,0.04864680052837171,0.03835093817185814,0.39481974855439494,2.4513666373005045,0.13139971461883682,0.1725040233284381,6.613023187396199,0.4863296374283835,0.007528876642643651,0.011817139763888035,0.013299326071009194
PT,Aluminium ores and concentrates,0.0053839523924560885,0.0007178645144063396,0.005525037555759595,0.003878245160395898,0.03592617854275015,0.08850989271122708,0.011217323072669634,0.014927399364223104,0.05494644040414025,0.04477093052434286,0.0008150528965851442,0.0011126004307267644,0.00173108885619606
PT,Precious metal ores and concentrates,10.357058257502906,1.315362672561366,10.21049056447422,7.186994383402139,64.1156858024459,132.85600043661296,20.12910111618122,23.862295579285796,97.93773230046413,91.27891747378102,1.3330167378461177,1.7860829807478964,2.700017337690241
PT,"Lead, zinc and tin ores and concentrates",10.653979833556228,1.102990397652524,7.7738011306478425,6.057764529860485,56.838699969245226,118.2968766755279,17.608160971346642,21.002588832735984,88.35770857131077,75.33681842141735,1.2327993927435312,1.4932062385439178,2.5498034047480025
PT,Other non-ferrous metal ores and concentrates,230.85267693745118,36.93183462805782,295.6825398687118,195.8076951939225,1961.9207975613072,6890.351553895288,583.6467074578436,745.4871169662109,2264.7809107857674,2527.611275890658,32.699226347171404,45.60612572816039,51.232131104100226
PT,Stone,65235.88071762064,8850.830310421628,72101.64595373563,54466.87744484945,485226.0092784087,1051224.8767402777,109897.69275625651,182819.35764148674,674135.0171894166,859907.5271266436,31214.89992550222,18445.4604944508,21133.73162463357
PT,Sand and clay,288059.1826602204,48734.94924400982,398813.30401629035,287587.23714578245,1590127.94802086,2444558.3450122178,327838.48273050843,353816.0130519249,1729314.4412341833,2030757.3720617502,41864.79509153587,50639.198403236005,48649.473301177495
PT,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",16209.720006748477,2821.3858287173616,17581.61332101851,9472.663424912756,259588.52181263478,304075.20731853944,27596.1109713671,20009.35741047367,104815.05474660263,98769.75236391414,1866.4146735343336,2295.810981259163,2678.6474551975653
PT,Products of meat cattle,27.258383451861352,3.7102479239533395,26.974475138461592,23.976634937464006,372.77110273545827,876.8093434586865,72.16622118008952,80.98457441654321,375.7979192364057,324.27876632021264,3.4281990952339236,4.799867653458481,7.8532361042482925
PT,Products of meat pigs,29.844457477066474,4.00486050009242,28.645418698983573,24.805676279795833,367.98398931166594,863.157755382596,73.79712698319044,84.76010528277193,384.1258418667909,331.0783031324613,3.8029861857767293,5.31137381164548,8.593391403622208
PT,Products of meat poultry,7.596520388444994,1.0381603365595777,7.399311359174794,6.490509586252703,99.27271219049624,233.72566316890777,19.461761476505504,22.048941730884987,101.74613193605659,87.33336580094424,0.9675013709621456,1.3457505625996704,2.161182278039418
PT,Meat products nec,10.266104166177337,1.4003246370150295,10.058709661954898,8.009880851826162,109.0795172187213,242.04813329170574,21.882657099607876,23.957171539591688,108.56537511910095,110.12549768171152,1.2272802395260693,1.5470200113062695,2.589531781006758
PT,products of Vegetable oils and fats,74.97590561470436,11.307799824080647,72.23390143975435,60.124707698322986,715.2952874064881,1486.387949844948,153.08063043070692,181.89472736122823,746.6342661729916,699.2720798206942,9.786729161689907,12.77908938749942,20.961409693894577
PT,Dairy products,120.5192474682152,16.587584036083808,121.9052183615707,106.76680010124848,1630.203186507638,3848.4359555652672,318.1793134066628,359.2099911214369,1646.0333423317707,1440.9961069746275,17.225746218300408,22.491330559282538,35.01849880748205
PT,Processed rice,14.639741954751251,2.0361439412457116,15.16364305582154,12.072387913771527,172.7749735919506,411.8428413376749,37.33829957776504,43.283601921518716,184.78799256436474,157.51315228819834,2.116893187506638,2.6936143511946953,4.435339215789463
PT,Sugar,9.211481202485164,1.399768301195309,8.775605806289855,7.5474139128044255,112.3474729871858,252.39692198435094,22.317298680457508,24.378609390067393,112.64853747437019,96.07842660869366,1.1694940562547864,1.5815779957135663,2.4398960509135668
PT,Food products nec,415.0466965435903,57.23292787806375,384.12864180070784,323.54562564670675,4468.227738567587,10273.0616513464,910.0138859555589,1082.5892435476283,4786.986266454465,4298.814511940964,58.609595545260284,77.80409716692633,117.84929599209725
PT,Beverages,1779.0425123141151,371.2035473626784,1656.7768768608332,1409.6306666716916,22594.96532317524,42118.38565965551,4365.186531007346,3854.4091854265666,18766.94744559357,15377.23027140281,223.79573870515875,257.6377241628384,358.70449668246596
PT,Fish products,438.7277243198701,57.7943454157949,395.2805897261979,322.0220131626518,5070.476157514742,12854.751807155277,1049.1131948070977,1276.9289569158032,5750.549363489311,4711.3218408808425,60.48382582197724,83.00247061927773,123.74405369661926
PT,Tobacco products (16),7976.078141754654,572.9175643866881,4285.64847326035,3408.906475012052,30369.679235982607,78682.56121835075,10312.000165380896,14327.197207047779,66265.4074938831,42153.39833474991,644.574652127962,736.0146705251913,1697.5821969178264
PT,Textiles (17),2652.8035216824405,456.9473257499756,3039.4771183029807,2194.1628927049064,23839.425459955844,56894.78178413009,6911.939876051896,5538.80397812933,33858.09731953399,33311.04165933688,444.06208666449066,517.2339854151513,625.0987789053002
PT,Wearing apparel; furs (18),248.1439974001622,42.18249511785472,268.7843147579598,189.13693115275802,2152.5624992024427,5060.419311441189,510.3523695746855,607.272542441066,2757.137258914,2617.2224783445613,26.96706180069026,34.98069434698671,108.30546461807847
PT,Leather and leather products (19),23.062883308814786,2.5061137541242493,16.58887668948933,13.59281869484781,158.24464684530045,349.7936680718685,47.7229969939879,60.984722156153914,257.4177778356058,188.08237893045273,2.736569509029265,3.7374366828452223,6.6469497429484585
PT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),6459.105991781722,1328.0012638680557,17446.861637167476,5299.795370106791,57712.00307185196,241461.68893548264,43816.51919072716,57055.10965415625,110617.239070125,60605.45718101844,3504.561940647974,2344.695968420517,4978.332193762242
PT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Pulp,3225.7783659764414,459.1030622443978,2684.5998403188355,1989.3184754039953,22558.397595541865,61752.285136988605,6269.071170333617,8536.287197606302,34714.50173720057,28098.89096236193,410.2796673362993,542.7474945566648,971.8377359257435
PT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Paper and paper products,3812.765559074047,470.1323783556764,3423.575797104442,2425.3819423504915,25430.885975639925,65827.38424514282,7754.84484262125,10931.200278133221,41342.793037695774,32449.021714795173,552.2545207705894,692.4119594588026,1215.9261469525254
PT,Printed matter and recorded media (22),314.1620630579797,43.90617083593681,336.94740597036406,241.9113963542632,2128.3200382022196,4930.056399602317,626.7624700248016,815.8848377631388,3071.436891398567,2596.3893619872465,46.30220860318098,63.904078596652944,97.6838049008627
PT,Coke Oven Coke,18.844943125649223,1.7008437533583511,13.161512820881972,10.523316458426097,100.30894835391615,223.72860674944639,29.338356457308546,37.17218800324252,159.20142037034688,118.00325862061538,2.0187414018329517,2.5070197890618044,4.777159735706119
PT,Gas Coke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Coal Tar,4.096291160620153,0.4706900732235284,3.7642054008849297,2.663395040056286,23.207929814959808,50.905311844393104,7.575271776054643,9.109650058984524,37.15307631633713,32.45279122025344,0.46368711024751535,0.6202389611965735,1.0274347074493224
PT,Motor Gasoline,4255.434884108708,621.7003276649602,4568.055053511402,2795.9446126722987,31648.870916518194,71429.20717814907,8557.583341591942,10305.253168226584,40476.0584990961,35076.98217559309,683.5942541250572,894.6276604832232,1575.0435262474496
PT,Aviation Gasoline,1.5711873583936884,0.16494263051609578,1.2999801681721532,0.9554764102414598,9.746677704024263,23.744509078550355,2.895334269972675,3.834304459829556,14.616618444008292,11.195965288546446,0.1853639517656729,0.31057828895486295,0.4518444211950788
PT,Gasoline Type Jet Fuel,1.4217869973766628,0.14088541253291006,1.1372679158211576,0.8377839435743417,8.696666479066902,21.436693056529897,2.6138016943913764,3.492397350267475,13.227623833428304,10.054363350084149,0.16346365363761564,0.28702715113831784,0.3981451523211256
PT,Kerosene Type Jet Fuel,56.01649840670094,7.054357685476355,58.79755150605392,40.19597758436499,326.39497869659715,765.4951648014146,106.84445808133019,133.49863058281161,493.3380273601869,402.092711795839,8.468423583971148,10.610867079712024,16.319954751316597
PT,Kerosene,1.8487313112291204,0.3159845241750037,2.6460734238188763,1.4419697794584274,18.00246149408169,49.494576884247046,7.104329321500126,7.874134790834203,23.652923342719415,17.46642848142036,0.46724580124771103,0.42996217662611663,0.7546691696403561
PT,Gas/Diesel Oil,11807.68619249287,1653.3945910796272,13877.739167409887,9271.980176736537,67729.59247490167,157279.6594002884,22234.580148242312,27538.65525475496,101206.97783533718,88761.60189709037,1888.6165668956785,2337.7895923196347,3614.393825386677
PT,Heavy Fuel Oil,5600.00011650475,705.6527518049887,5147.024725875513,3691.376430561571,39596.483620444305,88176.34896004546,10279.410968259157,13116.96359517057,52832.44354123215,42290.97678104524,774.1872373018947,964.399366147891,1967.524457353286
PT,Refinery Gas,3.759429407254195,0.6726757415328589,6.520166923857725,2.605065402306674,40.06328097582015,86.28085664313083,9.743238021169782,10.209491314289977,39.52014369375292,37.493029643282554,0.7969460456337235,0.8827600231195462,1.9370067280547656
PT,Liquefied Petroleum Gases (LPG),1250.0640037519945,186.42083483873554,1534.732791986734,948.0204879847747,9093.25484988467,19317.631618125906,2819.4377025675776,3066.2495239825025,12371.512011834007,11743.558263930541,173.27492771633857,218.84823981388138,370.92873283224293
PT,Refinery Feedstocks,420.2488502494752,75.50359093908482,344.93193238126463,167.26895737824648,3708.945701296771,7585.714637836066,967.2190944878364,887.0860729234387,3114.775348991878,4341.517746864095,96.69537241088176,109.63374391912521,128.3997924870501
PT,Ethane,20.544221305966897,2.5483709618269628,19.061311575210276,15.162261850097769,184.2665687461997,398.6276894932142,38.06349276961414,46.07067994732481,173.2165671094827,176.9074546737455,2.5069483532746477,3.6910378536405584,5.696006081519134
PT,Naphtha,4284.239717805911,639.6859304478396,5102.638658983878,3650.3346981903533,47813.79556048643,88481.40775407727,8997.789664912632,10643.28638059599,39718.43947351591,40320.64220977686,665.7815936296968,776.1992071258659,1492.4726480517072
PT,White Spirit & SBP,448.8346369477822,115.44591044357472,377.68776684488694,394.13586409412744,5661.694874633579,15789.86616668924,1145.6184568582191,2313.6306037066443,11177.277942856686,7098.871351184295,56.03198166010596,107.66668673934764,149.42341933737376
PT,Lubricants,1469.1128186548062,195.32546933486557,1595.476403009395,1053.4974292712327,8198.177102550118,20223.979069157936,2717.4408462162482,3379.308913862591,12388.236762791383,10694.075285576706,223.8020880421725,293.03913687983743,468.2434775251218
PT,Bitumen,31445.470283221453,6940.317706917473,17037.41608097806,1508.698327806943,331470.78709471493,641241.9686697319,83785.95478566033,57260.572498761365,177320.0371309786,397031.48076253606,9693.642903749327,10351.647599378051,8813.046678497158
PT,Paraffin Waxes,17.034774975563924,2.8424750991072774,15.133512842017101,8.190839385409665,146.60540348431644,306.92340780651534,37.23096546272364,37.463893275262926,138.08175322204727,165.48917445224922,3.4571513136048333,3.995809933745544,5.295163049412736
PT,Petroleum Coke,78.12916579113786,11.430321932728573,106.16586221343397,79.6860207685678,196.65783585531432,382.321821717861,42.24481965564108,46.88701316067717,293.24621601430323,317.15270228684597,7.548906193948525,12.404125832355083,11.104525393920301
PT,Non-specified Petroleum Products,113.0205107762699,18.701232113106897,102.28281368382305,55.06175464438817,977.3735801053118,2058.8211982848684,246.29873774128808,244.8812242746979,914.8366439956085,1100.2317251998777,22.564402950381183,25.983793213820675,35.02219114741782
PT,Nuclear fuel,203.5726348244027,22.652227545112442,159.08162026272987,123.50952321536597,1357.4667990944038,3513.5909381384918,401.78435982974315,506.3450265820677,2052.144893611784,1851.546536304669,28.160653575231294,45.788386906979085,64.39608821298893
PT,"Plastics, basic",6289.864993768392,686.4153277223262,4960.465509324657,3954.3592146758883,44207.96715238593,121639.43849078908,13265.57651652982,17192.14060835757,69060.63416073903,63303.48176590125,880.3027288825355,1577.1245186927147,2151.727167890812
PT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,N-fertiliser,68.19992982344151,8.743202077654749,72.58353921451315,45.282846118090056,483.8432608283067,1268.0373375973504,166.29194004895956,206.17654418180913,688.8824953192558,547.7834956363042,11.849003157137185,13.5274453311964,22.753169094704703
PT,P- and other fertiliser,214.90436367221844,30.641374820885797,211.90102366317447,167.60011516825634,2089.700270170313,4547.005445368425,530.1920139667429,609.9599136679004,2470.99945142993,2040.9026347155204,37.43615242613951,51.136219217846325,75.7672843658731
PT,Chemicals nec,4480.568599150003,555.6002677217613,4136.615237898581,3376.1188858626247,42336.408846046616,88040.83140683771,7863.567626355765,9405.311941022535,34972.058742097244,37670.68713516093,501.6937925424658,726.5019872846914,1160.2239648128425
PT,Charcoal,65.64529491020774,8.445931737542058,66.88717506800113,46.775723049076355,441.1831474498702,1099.3282771059426,130.91431276238262,162.11955147571254,597.6764156384202,523.7219997654975,9.15758567747331,12.375528876303646,17.733566235268217
PT,Additives/Blending Components,1.6341964488134813,0.2555982490694441,2.1977087219267117,1.4497091519079912,9.545943034230996,20.561516879585024,3.3065137299251957,3.9476765528619397,14.027594793303708,13.148533647578372,0.29009494071550057,0.36949584606773495,0.44483318001610317
PT,Biogasoline,0.5172393113195839,0.050335848060667474,0.40573202949519815,0.3013521566299553,3.142034829977167,7.7443342511761015,0.9411298622367836,1.259889239157773,4.798086607478741,3.6493254216060826,0.05839641127309521,0.10448617613198821,0.14316457531347773
PT,Biodiesels,51.36336560306067,7.081245470168886,58.513704789873174,38.8431361485438,290.4464407307474,694.0435995395454,92.14892013239547,114.18584356116786,425.3696220218182,369.0670317620786,7.682137261687682,9.9405375405394,17.1681055624327
PT,Other Liquid Biofuels,2.1443084356014492,0.2953821155399343,2.4449674648673736,1.62118325394207,12.3117385230739,29.69389867317754,4.040677107073764,4.990526871960238,18.231588016876064,15.627017563292869,0.3327005462523893,0.42339596996234785,0.6647446255400654
PT,Rubber and plastic products (25),6008.862889282773,661.8916297638057,4356.583021323146,3778.1435396394386,43625.24763763142,128448.59043250137,13166.617145298245,17724.166305956212,73215.7676665517,68878.29967729113,885.9669402603392,1805.5584524133856,2254.0999847268367
PT,Glass and glass products,36797.00431152922,2644.3094562723295,34091.81331864578,27274.647393951032,214270.15960037828,673211.9227162986,71437.94008730102,75720.16429868569,311490.8442487045,271094.4736789293,4297.968581388131,5357.824308663692,8456.82681593281
PT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Ceramic goods,36798.49442249034,9776.94085381728,68711.16563868632,47049.988255907905,411881.53734817967,635993.4485204995,131385.33713512213,120816.23876696826,522288.23413146456,646758.3854797882,4886.143473635337,6549.852567710791,6642.288405740127
PT,"Bricks, tiles and construction products, in baked clay",3357.4118075717333,646.9080865161782,4910.943943644825,3484.8032734537373,24673.68496699971,41742.74651487548,7674.935790152724,7813.944670930781,33803.85511152555,37570.3443227106,421.2397714187127,641.5712303558215,692.4882429063654
PT,"Cement, lime and plaster",816912.3997203786,131556.4095620795,1182418.945528647,880141.9153687938,1505599.8894326205,1799755.8331260036,210070.4886214061,245995.21880408798,2276331.067677206,2765193.3810091275,75440.10459816379,131355.57430386098,100921.79431574851
PT,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Other non-metallic mineral products,58013.883735422685,9437.935717385384,67531.268551487,50232.41263847076,552707.7381000258,828891.2355296663,115677.44062159676,158155.53803204565,632228.7057749124,725708.6208793453,18906.26231174808,25580.76986095335,25861.636855221976
PT,Basic iron and steel and of ferro-alloys and first products thereof,30600.041315482726,2217.2071141707456,16888.95142247651,14732.508673062137,149218.07039787233,311269.26091911155,43668.02013719399,56788.98655002275,258879.43797214926,165013.96716682622,2861.275523496785,3123.997017573999,7195.941919110048
PT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Precious metals,156.50162702078717,19.00829363188664,152.70328032357762,105.71448119295276,899.6817608011161,1961.6338137328637,299.5617855534887,356.72925626175277,1442.8556760123308,1305.0846421992999,18.03471490677845,24.455915188954563,39.209793619185334
PT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Aluminium and aluminium products,220506.3693983924,19864.75269641401,147906.89114935146,115455.69240616416,992909.4592188657,3261755.843997512,400788.2014329269,483501.47436195513,1957091.4971120474,1392722.543039375,22358.4326701963,24540.12947386588,66092.58492043993
