,,"('CA-NL', 'kg CO2 eq (short)')","('CA-PE', 'kg CO2 eq (short)')","('CA-NS', 'kg CO2 eq (short)')","('CA-NB', 'kg CO2 eq (short)')","('CA-QC', 'kg CO2 eq (short)')","('CA-ON', 'kg CO2 eq (short)')","('CA-MB', 'kg CO2 eq (short)')","('CA-SK', 'kg CO2 eq (short)')","('CA-AB', 'kg CO2 eq (short)')","('CA-BC', 'kg CO2 eq (short)')","('CA-YT', 'kg CO2 eq (short)')","('CA-NT', 'kg CO2 eq (short)')","('CA-NU', 'kg CO2 eq (short)')"
BE,"Vegetables, fruit, nuts",170.37745319168843,87.59584017176456,545.7026852604279,310.8701438957662,5096.057717549457,19701.02387609466,2290.0460650380846,778.2342708250779,3985.334330868107,6819.116343520994,47.33160497976103,12.911728770343688,5.874796247408084
BE,Oil seeds,230.52442635726769,104.84769296093542,737.3019396274948,339.400681257593,6885.405360089163,14431.978086723231,1059.7338296468727,777.7373072188597,3680.6110111509433,6194.067483022596,46.90319076580384,24.33645881735714,11.607933820336786
BE,"Sugar cane, sugar beet",112.53150422570529,51.333242187303874,311.24142138351095,167.632434824945,2952.272661863725,7208.986956035514,530.7906332022752,339.1818061728134,1681.5814325797332,2892.601301324399,19.391962121298523,9.225734271233414,4.3067460389894965
BE,Plant-based fibers,415.95247538622294,147.0934309762979,1042.4007349425863,566.4670932871584,8173.205915656793,20433.180541453396,1790.3637292949377,1254.598899923102,6472.480569434675,10328.726109699885,78.59119043652557,33.99146159517434,19.016989662257263
BE,Crops nec,215.9413846749917,80.53528463842403,520.1630659923964,300.36632303914894,4149.359168651228,10636.823200964838,1047.0354199701655,688.9907537968949,3083.6778903300346,5161.14852310514,48.045086421833,16.21408528420615,10.108785370659144
BE,Cattle,1458.054492546053,598.7002621281741,3604.540880655385,1928.8791889736674,37017.3436569542,75578.36215236323,7849.934050959525,4222.164316890346,18526.051994518446,33225.34077720482,222.09206192189973,117.47305784260408,54.93213318454065
BE,Pigs,364.44541668775565,165.8784952495471,972.5348859484676,502.26269547125696,9427.2581503956,19824.403833671684,2142.0101810666697,1152.2630464600616,5010.905534853248,8792.784688580363,61.88913205981697,29.84121087584143,13.153467139754161
BE,Poultry,184.71143846149332,81.7906325188995,501.8475707119163,261.1482991107119,4787.078461931555,10246.2920633452,1054.507487236912,607.5598653209895,2669.601577542406,4458.106158541035,32.5803935880506,15.85186611529848,7.531862929387831
BE,Meat animals nec,615.5821719430069,278.6720959373181,1693.2058046670163,976.4574067577483,14991.182234711907,50291.04580836794,2702.906130361665,1796.573584431506,10274.064789968379,16049.492348478556,102.29285432765626,53.56743011353798,26.6522614029188
BE,Animal products nec,28.052529193598854,9.703258396366783,72.1251215168885,38.718075445114756,604.7477957732771,1365.7618397390859,113.2212831630591,84.38256759702436,384.77734252616534,644.9033405054196,5.008986264504607,2.5769836628614993,1.5190549955402302
BE,Raw milk,1286.4724073336004,533.6137999373162,3417.7250004094826,1872.4561508516565,35092.7398083299,83491.34982804926,6767.31396500226,4209.293620977483,20119.124812352242,33891.752950379676,226.44232928441846,109.13641197996763,48.63184307938154
BE,"Wool, silk-worm cocoons",3.989741893725044,1.5481793107815647,11.190072902212712,5.776294706866177,90.84836464532867,266.05850904017893,15.486637441921006,10.928411907984142,54.780845265110734,84.13903590368355,0.5329235039502063,0.2876125227163313,0.1537288318680227
BE,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,"Products of forestry, logging and related services (02)",1428.088356137503,528.9002272405412,3433.2932615647633,1440.6139064835734,23649.619500537774,60750.721506588154,6769.952553779265,6283.7876124690865,18436.651817460417,23402.753417830772,322.81613658431024,153.70127793199174,90.28427714361034
BE,Fish and other fishing products; services incidental of fishing (05),19.512893565356798,8.238903777507007,53.32076039569274,28.696249175746708,484.72075769876255,1140.1109078917355,93.47069844969118,66.35933700539307,312.48592441763094,484.42102863374316,3.698796489082195,1.8311553335523763,0.8452311235585483
BE,Anthracite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Coking Coal,115.96925560371992,48.437136452103324,360.42231741733747,135.50171794422792,1707.1395420174438,5594.196564989566,414.0220153024752,345.7101082692217,1352.4004492957843,2251.804363634797,14.925598228974204,5.23348351355805,2.5747544881655955
BE,Other Bituminous Coal,688.6950118674068,287.6487745829286,2140.40394481112,804.6904911292758,10138.01874495528,33221.69526446892,2458.711106299098,2053.0340207643508,8031.365197858254,13372.565210177989,88.63715642494647,31.07956476666499,15.290436793370128
BE,Sub-Bituminous Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Patent Fuel,0.16090191934053663,0.06388839097396558,0.43023762382342445,0.23441644797215033,3.1793827801759345,8.215459127286891,0.7515211731149551,0.5194300852542769,2.6642695802285177,3.773068494822843,0.029216030091444637,0.013235088478935236,0.006757848481370122
BE,Lignite/Brown Coal,18.687755243084567,6.129345208943203,47.36513698085181,24.848006368254442,381.66496714935545,859.5440943390898,73.7975907205358,52.34021579137363,250.47704742653556,392.67262066061784,2.7253026307585486,1.2669417763184327,0.6737652147536142
BE,BKB/Peat Briquettes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Peat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Natural Gas Liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Other Hydrocarbons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Uranium and thorium ores (12),42.91285709145582,17.92350829250113,133.3694117409289,50.140581031727216,631.703935843993,2070.0568998669128,153.20325618113012,127.92535740613094,500.43752466053627,833.2497984187896,5.52301608275488,1.9365799059298507,0.9527531311729017
BE,Iron ores,9.412011222449069,2.138934382069216,17.760830402469498,10.126187096836453,161.7551435237806,299.1065179333141,24.29253215410618,18.062794980450946,79.60664802830001,164.9341063030111,1.0276174444397894,0.8409650454356413,0.48421540025942966
BE,Copper ores and concentrates,2.26135330625483,0.5977780981141335,4.76318397938636,2.7550148483735937,58.739925916460116,80.3257905794673,7.314384123811327,4.960978263654173,21.253908526720302,39.15441966992364,0.2572200341731806,0.1658555717598671,0.0933082950560473
BE,Nickel ores and concentrates,0.9988684017293515,0.4171421551839205,3.1037738993827535,1.167243237750122,14.709933824922619,48.18208455065371,3.5668233005852756,2.9778489501454968,11.651103363902372,19.397109237281434,0.12861639069874553,0.04513402475830578,0.02220901090859635
BE,Aluminium ores and concentrates,0.7278180137768435,0.16836096898808262,1.391004509078656,0.779268775212236,11.980304640773156,22.801253724953728,1.9148593566468441,1.409157476860481,5.946045978938092,12.190055901159447,0.07624870978081591,0.05616601088471391,0.03436455722035056
BE,Precious metal ores and concentrates,0.22735709291484887,0.08292223720133302,0.5767161391731769,0.27440268747509144,4.3181915672413,10.505773245968301,0.9796688821348256,0.7443350385683726,3.0080837494632453,4.410121887314168,0.04312357554345224,0.021615099385207462,0.013748206687440796
BE,"Lead, zinc and tin ores and concentrates",1.5449403505305244,0.6451060738646613,4.799678273307274,1.8055628231710252,22.760373402826147,74.51996594698124,5.517839312879884,4.606038726769616,18.02430052966916,30.00397784676958,0.1990129824268813,0.0698897366423683,0.03439616386167578
BE,Other non-ferrous metal ores and concentrates,423.6888448914348,176.96306048016197,1316.7879240465468,495.04988246861933,6236.963209434119,20438.164135633462,1512.6121876866023,1263.0374807302019,4940.938710090399,8226.873448339316,54.530051434984564,19.12031402697604,9.406758276500707
BE,Stone,171.28549561437356,54.43678080991561,419.55801619030944,240.81505052753738,3089.233714041708,7181.352557058083,637.7294459549595,516.0119279093991,2509.260435066616,5090.18699581349,59.50573898735944,42.997291589076625,19.581623412802504
BE,Sand and clay,5897.713341365615,5628.89981079152,26977.27697935523,10050.120118335944,194574.18439396276,326950.9215934863,10132.53362721717,7625.003093112527,54362.838146640366,78883.84427019335,470.1912498620881,304.6195847670115,264.0666678810228
BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",747.2646160075961,244.12563163507076,2146.1622751391246,1067.1052073251537,26277.869917798536,42822.25057751363,2959.395971672987,1821.1106758499727,10954.340832093041,19594.662081496936,215.61371579086514,198.0988375971977,90.71629844220362
BE,Products of meat cattle,38.08025787275781,15.269394205446613,101.6474030816624,58.26612770744187,1123.5841823805831,2837.591272746469,194.8413787531488,130.3817947269724,650.8670314452959,1075.9571723864335,6.480736503989769,3.1471429304085667,1.5018267802294627
BE,Products of meat pigs,23.39891296791133,9.269582659263795,61.36111760628856,33.20645079465544,571.4642885200788,1359.8284027565262,111.67165161977609,74.28393562131282,346.9122213058076,582.703764300216,4.10521941165484,2.0489433252231426,1.0223141656977182
BE,Products of meat poultry,16.534633196531466,6.046763214438853,41.86272541802675,23.080302950606843,408.8872724664759,997.8784739192288,73.3899308011,51.751626570796155,251.69036928490357,415.096915371661,2.761205740848594,1.418259901302133,0.6950300296718059
BE,Meat products nec,10.602584303313911,3.9327887351568003,28.235113435748712,14.966623597834577,238.96681626941577,529.1873593187498,46.68309506453437,31.99813722554391,143.10853140462416,250.6019004619168,1.8458671778086444,0.9020067095489146,0.5267516834651932
BE,products of Vegetable oils and fats,24.096547319315828,9.96816492321876,64.70664324090313,34.73684165504109,619.0193760386563,1467.6473473031588,110.29398049610194,75.60883516623407,363.71868063555144,611.9797485068884,4.381604407370392,2.0986940940853036,1.0646371829810537
BE,Dairy products,123.79757414786204,48.59895383907522,330.2046159818103,187.22673497474028,3483.829890908129,8854.996870706509,606.7950566446506,417.8977748746064,2082.8776047743713,3465.345571156228,22.60422587351796,10.825320315857493,4.918973600648917
BE,Processed rice,30.19763790233372,12.309128073551948,82.01413819900213,44.27554099100359,853.9831328280254,2017.2479353897156,147.43567847007319,97.2300203196441,479.76394423917515,812.0979619400025,5.26330172106283,2.619385122533084,1.2549764128255256
BE,Sugar,21.617748898948918,10.835602194827436,63.19550482708069,33.63314206921427,584.0067499991043,1495.2965460575163,104.14840760262152,65.74370800815994,327.6355127963,565.6965734702137,3.6918624476186994,1.7085645744575895,0.7821418986302081
BE,Food products nec,356.4735401065775,141.2655659866916,898.1166890661069,505.8427478526789,9357.612019245884,21522.11341704435,1646.2904701052819,1071.8333589313113,5406.54593992763,9288.343563705494,62.468447408655074,30.315858795387538,13.60842335937711
BE,Beverages,667.6988302384464,435.4031984602972,1942.8302343730636,869.4588221762752,20348.74134164463,30302.407437288886,6623.567034109545,2258.4105470002564,7251.089518671228,13858.445829152519,103.73621589420843,47.61019368216731,13.11164819194236
BE,Fish products,46.04892978435675,18.386034349713682,126.0806363335947,67.21090209168305,1257.6095388045064,3074.2885188498635,218.20540621370597,154.6031607310897,753.9408413357515,1234.8705795183255,8.108088191245937,4.026472516768581,2.0006793173146056
BE,Tobacco products (16),41.92116684655639,16.197512520927173,111.08347547124575,58.043260106464764,857.2346581256343,2073.773624379401,179.07367625296598,129.1749423620923,604.4962179680473,967.5227720550105,7.1143197897246475,3.402405518429072,1.6579970938957176
BE,Textiles (17),2159.1575020672162,744.1831327619522,4136.541020882139,3495.6804729409055,27096.532327628673,82229.26351800954,10972.334271551768,5416.832838455813,32112.455847676807,57490.0593414852,531.3892700514705,97.41525216840336,87.27829425986924
BE,Wearing apparel; furs (18),32.956264929250494,12.803257471862548,90.07301739657487,47.43800365003723,914.5740577804856,1703.7905416675428,375.4951311808082,187.9058391293378,649.3101180594662,836.4732703197141,6.308880374182563,2.822170091118783,1.5086557584549714
BE,Leather and leather products (19),4.2579866868550935,1.6992235216537213,12.099792057123738,6.512336514037169,171.82834928939138,255.63195227313824,80.84366826806982,36.258182517714125,112.1795138781876,128.50853432874484,0.6897371259024078,0.3349377541191792,0.20647809625968014
BE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),2307.92235404483,830.2076191285499,4841.275650780084,1641.1700308463885,34585.0437603281,105175.44412911593,12495.793157213033,9427.334454108333,18630.03207010977,28368.833863559183,600.7621256618447,121.83466154372934,97.45818464952839
BE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Pulp,410.3847574538647,140.31334191948656,882.8825666588378,488.27669366858555,7187.355414343082,19878.211336129672,1642.1325980432714,1739.2852009837875,6594.0837720453555,9444.792293209626,71.67011238223363,29.88127053817508,12.422293041254571
BE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Paper and paper products,383.4067005922499,104.16815933195247,749.0836554794038,442.2433051239503,6509.589278757317,16574.26631405712,1511.814014712129,1774.297185622709,6186.502715603398,8800.950411117203,67.10270987850744,28.279232256448392,10.40416685807385
BE,Printed matter and recorded media (22),467.44319282468956,200.64324730105398,1352.4467655147173,737.2298867003457,10264.625492286214,23137.30077573016,1940.463145977422,1726.349012710278,7257.821733578605,11985.029048045439,93.98979985993859,45.97866729461771,21.341782334652137
BE,Coke Oven Coke,496.80427712856516,200.71619520747998,1409.8402689596833,720.5237265565587,9691.64917392778,23413.285242325714,2134.8408232323054,1542.6270887173873,7696.737751221021,11926.733393107444,90.47186332796414,47.539467043998634,21.419310674677984
BE,Gas Coke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Coal Tar,267.3687933894834,62.632959435833634,516.9627883157048,293.59077472998604,4660.658403498577,8539.392714024962,709.6222957829021,525.3491941895976,2279.2938625937245,4604.892962418088,29.18907685770977,21.46941052711747,13.100975113994217
BE,Motor Gasoline,1002.5549822580952,524.3174592740954,5000.346939674777,1354.2835945959084,31702.046807181683,68078.95376940278,5304.868363418627,3355.3855381328763,15178.85456744009,30005.967529496764,231.73764745505807,129.2372969400795,59.94534932578161
BE,Aviation Gasoline,38.387548273504066,16.033412511839703,119.30514718473746,44.85308379059671,565.0885766028852,1851.7622586439973,137.04744430736355,114.43518716004729,447.6646613120555,745.38073269089,4.940594983928611,1.7323608741768373,0.8522820267521628
BE,Gasoline Type Jet Fuel,31.21461959351542,13.037479465403305,97.01231134603037,36.47203353921695,459.49860693434783,1505.7500955615224,111.43936074892619,93.052330663668,364.0160087525225,606.1021625426695,4.017417103332107,1.4086595294090074,0.6930283502846554
BE,Kerosene Type Jet Fuel,1951.9716597723386,620.0155715970295,6087.515514948827,2131.257087518055,99605.18953731768,217333.70261405266,13963.616588587978,8706.061850547983,35019.084864596465,87999.22003010123,508.4140944497899,230.77914384344996,76.69017513411895
BE,Kerosene,139.16487903712598,50.258796746091484,486.777503565604,167.64081948148475,7091.082653562243,13824.945781709377,1019.5626221479466,557.9342622586216,2496.2131712899372,6806.799596265129,39.74648630311013,18.227143765704277,5.952045929923653
BE,Gas/Diesel Oil,1728.8841328327385,678.4385643107422,4941.451332317618,2341.4268269621602,37177.905913693714,88991.93869166418,7479.877368816697,5717.6271389230715,24430.228617345067,39351.56174837521,342.7348813708226,165.78020325170155,103.68741094918663
BE,Heavy Fuel Oil,2180.7776160654403,997.267301194444,10209.357994903854,2407.851292350533,43638.187782086796,95959.46030423623,8084.303569121348,5484.010907089576,25144.080838676357,48289.9502935434,327.75381902680226,181.8387364718824,81.60982243429746
BE,Refinery Gas,42.22401133472893,18.153410668079374,142.68274943914517,57.523057910234876,1822.720592684566,3214.2824492979903,198.4335295972326,111.97317807210945,561.8661227929774,1304.094024600238,7.385334153205531,3.6184548915385344,2.007657966336857
BE,Liquefied Petroleum Gases (LPG),644.4529049074534,260.46847381334237,2019.5994956157615,970.886117380534,13794.86660794063,31671.65881740031,2912.525921174128,2193.8624657665805,9985.674118993727,16572.136986505808,117.49751357512649,45.6562242579929,24.752989012716473
BE,Refinery Feedstocks,1473.4759906043764,916.5378024451292,5767.401824149481,2435.8814196318813,110022.10540230942,122130.38609457819,7966.29093041521,4503.260877722632,24922.78866032392,41946.364579476714,297.129247846393,185.6772754460699,127.88040453751395
BE,Ethane,29.886415387030883,12.442138717355583,82.80974974123289,42.4639443026575,773.4759520984697,1814.9127028403855,121.69200489069,89.92076947015815,395.0361156509704,632.4810062728484,5.0747963317968825,2.6115324692805757,2.025709361761006
BE,Naphtha,965.4874732053961,1218.7200220964096,6765.064975695328,2188.4063250914132,53977.41394657503,65764.08488689282,3398.640466140826,2395.5843197091785,10090.636494548111,19844.623685266622,401.18804396771543,113.88366403997007,58.396289516255614
BE,White Spirit & SBP,1121.5862064013565,869.6586396472826,3669.794610115528,2165.8431957612515,43744.120050528094,123788.88456505726,6283.686487919705,4588.485299785816,26455.364678624,54317.052129465555,264.72152390233373,252.21130227127657,69.92826127169387
BE,Lubricants,93.61691270474515,33.604448236522835,238.105934412254,121.0953676792743,1985.8228760678046,4506.964585208784,365.7370179270031,268.5303717893925,1261.4470233000152,2082.475906914981,15.437088495309393,8.090690157856493,4.250358665329313
BE,Bitumen,155.0090540665457,86.36735064386559,674.9233981995233,220.70242594224823,6016.870217788476,11769.16941821928,810.6521242955623,517.4327433453907,2474.005385301439,4996.928799492414,37.08225897766601,21.475858126705177,10.257603191704517
BE,Paraffin Waxes,43.03485368692081,13.023701384569085,101.91089493743809,49.53055639720357,863.632285481305,1725.5755797378354,134.1508347023284,99.0660224065222,427.9838211084327,830.9598799796876,5.476048532584273,3.4374944003082866,1.9747221302539681
BE,Petroleum Coke,38.730018108979294,15.396158784633748,119.25179869607508,63.47804640862264,876.3296548608955,1857.0718920384677,172.33090285891402,128.6831206082415,647.6700679217562,1223.801338618816,11.0888416442572,8.424650635978148,3.834281223176771
BE,Non-specified Petroleum Products,439.98612298762583,238.52209749162319,1683.0129406464073,642.6337385468964,16984.810831163242,33012.70104962471,2201.5897318584057,1470.7780901458086,7030.568598106964,13834.179054308312,95.36559486081845,55.477043282783,25.08402288166162
BE,Nuclear fuel,30.627677112580585,12.920001553646232,120.2566117708983,70.49719828376246,1248.1017279211426,2137.1897041135944,185.435579507597,122.0447696731327,402.1583450073868,757.699825088476,7.311354299570892,1.7767666289421657,1.687406960779261
BE,"Plastics, basic",8464.057679068263,2635.261060481905,23506.75283031442,12073.260818687319,193544.91128753076,445897.04830233095,35878.453571097365,24252.87689196406,115827.4386029539,191286.770740371,1261.7866769963332,487.46926788744474,315.6719375038231
BE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,N-fertiliser,106.25580653647214,48.06508415974782,309.897569339879,182.8490145954103,4892.168159907878,8873.345749289334,557.0156451938883,523.0568418439728,2765.3403690474915,3069.829024082687,24.465623794314816,13.114311858829792,6.282622785403876
BE,P- and other fertiliser,191.7496477932091,75.76492730573787,512.2506873079716,234.43084290611426,3768.4083077189202,9642.849888397945,955.1075059987317,724.1971386511734,2778.2740491055197,4057.464325947911,39.39400402074949,18.176743003577375,10.324592918962006
BE,Chemicals nec,63619.10576290752,12906.187401693403,111837.90677036832,66014.57319145063,1066836.1994126039,1813264.9472310294,147922.02166442288,110239.11569758807,460450.1382225846,1024876.9747983589,6168.050417253275,5109.6565797169005,3264.965223140837
BE,Charcoal,1.5332197137874755,0.5543951576373637,3.9144138543632407,1.9356966904971573,29.596462174363126,71.98045145849086,5.9328513713219655,4.360705926950566,19.693131562899552,33.04846382970792,0.24630147224293664,0.12514965419381127,0.06548416289130674
BE,Additives/Blending Components,160.00416803016356,37.48495402765598,305.3244943802438,173.5424692861909,2806.6270283374474,5140.810981543884,422.04779072565736,315.3140422747774,1357.004751583668,2758.4747694136913,17.76778238959689,13.097448043682453,8.084345241219925
BE,Biogasoline,0.16754470722029896,0.07874987931178393,0.4882635652123207,0.18980554404637176,3.436388507213729,10.461526864021781,0.6574949143083904,0.519090957023832,2.984732188742605,4.7637419678703194,0.030691774015141334,0.02202806393593233,0.006757050458735923
BE,Biodiesels,7.923002766127181,2.9687779538782855,21.00813032354675,10.374992092835633,154.25462375502633,395.92509923848803,34.58660505818336,25.266336301838173,116.72294558765033,182.0084147098759,1.4916272894302782,0.6830746334621894,0.3664154316753916
BE,Other Liquid Biofuels,50.92529357557045,11.131964801507229,93.04862640139466,53.83289984732451,864.3502286747574,1540.6078389796646,127.94248814793727,94.97348745605542,397.91796639806677,848.1173830149933,5.4187758858376185,4.149302174188243,2.597931497174585
BE,Rubber and plastic products (25),3929.902625380532,957.9982714156563,8609.067089248636,3847.710548968236,54326.44221940778,159994.9683024813,8287.879830656273,9282.188690355211,44465.7747404376,72712.45542855324,357.8733594859196,166.73966503424387,105.86209971856294
BE,Glass and glass products,5291.4044539472525,1154.1519853849495,13354.123109866672,7087.858491211918,81591.34423387985,255642.2733284996,20479.0040063723,15583.73453894706,66297.37862273307,101587.48296709196,884.0257398461561,326.46362711035783,203.207955145831
BE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Ceramic goods,3789.4132980581353,2091.188242735593,15854.271331157071,8696.314398533174,86391.36620115192,131708.32440487968,20742.75453731104,18303.839713188187,86310.19711844076,157197.95318455988,737.4535915153003,105.66263321224332,88.52646627124965
BE,"Bricks, tiles and construction products, in baked clay",317.8126495956149,137.60047316299523,1020.8254460869205,542.4016048261354,6321.03130118114,12674.34887543389,1409.0069603926258,1158.9432480553194,5513.080258530633,9615.848922884688,59.97730998845398,23.118174765608217,12.426560392646284
BE,"Cement, lime and plaster",3690.5592120399906,1285.9859722585238,9496.239771679897,4729.654001512386,59132.293916226125,140913.86278795887,12035.60088252804,9097.455024267705,43982.7436721648,78700.09626137446,645.8365042422757,283.27810813390886,140.12879544482632
BE,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Other non-metallic mineral products,4046.2430833166954,1079.402852790134,8139.627796576259,6336.716427002191,78386.24272394978,149975.06336188372,16037.728217355932,12356.405548336335,67030.63687002959,163866.68531465135,2429.6211540473505,2753.8266419693873,1134.1087803906955
BE,Basic iron and steel and of ferro-alloys and first products thereof,20532.663407501448,7955.9735349127905,56347.64855266255,30802.339747759925,496480.5105787057,1037959.6528973423,96273.06555639495,65896.71866946298,341418.779872976,472634.59157112305,3479.5479947558947,1493.4094238423315,653.8730961909955
BE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Precious metals,377.30538969713353,134.24225886613866,988.760549285461,496.0216655773642,6741.207051070077,16617.43062316636,1446.2351760164665,1055.5105544541632,5024.048895567494,8651.93919293605,60.596264361711135,31.04907845029426,14.588098072404689
BE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Aluminium and aluminium products,418.219530549522,168.96132678088662,1139.3846482784195,642.3736630140261,7930.016193097312,23751.93956970829,2152.091894122777,1384.2546726704782,6847.870629918292,10166.357728542767,72.43856983297724,33.3071310102196,15.954759931924274
BE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,"Lead, zinc and tin and products thereof",72.99538482670769,27.6454032268205,198.20397289540577,100.85886676702748,1346.8972868954863,3248.0113031220485,299.1620909271568,213.78057817331293,1006.3807605997075,1685.509931932625,12.154963650326636,5.252460465668262,2.621402010399717
BE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Copper products,748.9131258910132,256.20489983410744,1878.057449484081,958.7740356261971,13939.71815974219,32429.161523097675,2892.38458642858,2158.643644657376,9384.540353759803,15267.17097838537,110.17559181990164,47.31761727151055,23.585702599984927
BE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Other non-ferrous metal products,306.28093491642363,141.9882106440918,1074.4204726126761,306.1482146720369,3824.283111598568,14807.83174427199,921.7878604256074,838.7221266307686,3052.3102599852004,5221.144691787999,32.34681918676168,9.607610922897845,4.784949732738244
BE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,Foundry work services,439.4418645219638,159.16647347380268,1120.6802994247737,559.3798151945904,7748.104869560124,18751.534964973696,1667.1650238127263,1183.1100780905508,6295.575668447505,9487.395308327576,66.02955140841364,33.62927593711297,14.84452509169376
BE,"Fabricated metal products, except machinery and equipment (28)",2469.289219239939,737.7960432236811,5320.464410354007,2857.5053598439326,28543.048748201018,91458.14711906045,10489.615724234745,6571.608922369124,25073.06049074381,39586.86745165141,293.8631333207022,117.39007053892945,58.097381272413074
BE,Machinery and equipment n.e.c. (29),910.0554816492754,336.65704393935147,2391.0820796642984,1108.9578582088598,14151.249182117179,34521.149127457764,2574.922603839957,2171.5898343091912,16454.56266084002,20238.590546977663,131.24177393044906,50.015643578127985,25.219716181714887
BE,Office machinery and computers (30),51.27858108410552,18.155037609367795,129.7242201914971,68.89592868219437,1079.0241982757896,2499.1711686741146,198.28423336141253,145.69905420249574,690.2024215809807,1139.4091086839078,7.827043688585502,3.8550190545779124,2.04708133015622
BE,Electrical machinery and apparatus n.e.c. (31),1777.4890275144894,634.6165621852747,4864.690758753059,2332.9735033540483,30926.701169227996,73578.93016084842,6094.000405519415,4845.317242752215,22046.01475809111,38515.19343948912,261.1265103521395,90.33128133670677,42.2617268919968
BE,"Radio, television and communication equipment and apparatus (32)",1675.870715112237,665.2472136894405,4385.834574273561,2342.531559019311,29616.356945963576,71400.67572565103,5848.310480847249,4286.767318108088,24075.37530174105,39202.96524808595,250.35079500525654,92.85985294669646,45.792489351137704
BE,"Medical, precision and optical instruments, watches and clocks (33)",496.6204547883779,172.49239465355168,1355.5529551145332,665.9276591751496,9860.812568469451,22700.329269195736,1881.2389795702559,1361.053262549558,6698.29559517082,11392.692339807574,74.01431191748573,32.243097686587866,15.67360776623541
BE,"Motor vehicles, trailers and semi-trailers (34)",138.3352577664525,51.547502359716404,368.04915005160296,175.81446484013097,2469.4299754123995,6221.826722941732,531.8890203284726,396.67854155866223,1986.5814315494065,3143.9265064347496,22.89670477694071,11.45481932801801,5.361441130471145
BE,Other transport equipment (35),16806.607742450593,9982.358244144309,56967.81465746148,19902.26886371137,249692.07752028797,810037.844281539,59836.96694943353,41722.64863607624,338781.2953199243,550442.4921255377,3588.4710027692854,2976.8447360682194,764.1507328515012
